text_customer,text_delta,ground_truth_intent,escalate_boolean,escalation_reason,pred_intent,pred_escalate,pred_reason,pred_reply,llm_judge_score,pipeline_status,pipeline_error,llm_judge_reasoning
@Delta I'm really surprised you don't offer a direct flight between Portland and San Francisco. Any plans to add that route?,@321212 Thank you for your continued loyalty and have a great day. *HPF,Flight_Status_and_Upgrades,True,"Question regarding flight route policy, should be handled by relevant teams.",Flight_Status_and_Upgrades,False,,"Hi! I’m sorry to hear that the current schedule doesn’t meet your needs. At the moment Delta doesn’t operate a nonstop flight between Portland (PDX) and San Francisco (SFO). We do offer convenient connecting options on the same day, and we’re always reviewing our route network to better serve our passengers. Thank you for sharing your feedback—please let us know if there’s anything else we can help with!",5.0,,,
@Delta your companion pass search tool is THE WORST. Doesn't apply my pass even when I search from within the pass screen. Please fix.,"@655629 Hello, Angie! We appreciate your feedback. I will forward this information over for review. Thank you! *TCC",Refunds_and_Complaints,True,Complain regarding a search tool. Should be handled and fixed by human teams.,Refunds_and_Complaints,False,,"Hi there! I’m sorry to hear you’re having trouble with the Companion Pass search tool. I’ve forwarded your feedback to our technical team so they can look into it right away.

In the meantime, you might try a few quick steps that often help:

1. **Refresh the app** – close it completely and reopen.  
2. **Clear the app cache** (Settings → Apps → Delta → Storage → Clear cache).  
3. **Update the app** – make sure you’re on the latest version from the App Store or Google Play.  
4. **Try the web version** – log in at delta.com and use the Companion Pass section there.

If the issue still persists after these steps, please let us know and we’ll dig deeper. Thanks for your patience and for flying with Delta!",5.0,,,
@Delta another awesome flight today ✈️👍🏻 received an upgrade and landed early. #myfavorite,"@418284 We love having you on board, Kristin. 😍 *ALA",Praise_and_Feedback,False,,Praise_and_Feedback,False,,"@Delta Thank you for the kind words! We’re thrilled you enjoyed your upgrade and early arrival. If there’s anything else we can help with, just let us know. Safe travels! ✈️🌟",5.0,,,
"you should do food options for your veggie passengers, thank you @2960 @Delta @AmericanAir @116450 @120637","@414982 ...delta.com, or through Delta Reservations or an independent travel agent. Please, check the following link for more information:... 3/4",Praise_and_Feedback,False,,Praise_and_Feedback,False,,"Hi there! We’re happy to help with your meal preferences. Delta offers a variety of vegetarian options on most flights. If you’d like a vegetarian meal, just let us know when you book or contact our customer service team, and we’ll make sure it’s ready for you. Thank you for choosing Delta! 🌱✈️",5.0,,,
Shoutout to @Delta for the upgrade and stellar service this morning 👍. #KeepClimbing,"@655357 Hello, Eugene. Wow, great to hear this feedback! We thank you for choosing us! *ARD",Praise_and_Feedback,False,,Praise_and_Feedback,False,,Thank you for the shoutout! We’re thrilled you enjoyed the upgrade and our service. Have a fantastic flight! ✈️ #KeepClimbing,5.0,,,
@Delta flight crew on 1646 to CMH was top notch today 👏,"@135447 Hi, Courtney. Thank you for the shout out for the flight crew on DL1646 today! We appreciate you flying Delta. Have a good day.  *AJL",Praise_and_Feedback,False,,Praise_and_Feedback,False,,Thank you for the kind words! We’re thrilled the crew made your flight comfortable. Let us know if there’s anything else we can do for you. *AFC,5.0,,,
Thanks for selling me a “window” seat with no window @Delta.  Haven’t ever been less comfortable on a plane.,"@571274 Hi, Lisa, I'm very sorry to hear we disappointed you. Some of our aircrafts may not have an actual window at every seat.  *TRR",Refunds_and_Complaints,True,"Customer did not get a window seat despite paying for it, should be looked over by a human agent for handling.",Refunds_and_Complaints,True,Booking-specific complaint about seat assignment,,,,,
Shout out to @Delta #2113 FAs and passengers for letting me deplane first. Made connection as the door closed. Thanks!,@249312 We are happy to hear that you made your connection!  *AFC,Praise_and_Feedback,False,,Praise_and_Feedback,False,,Thank you for the shout‑out! We’re glad you made your connection safely and appreciate your kind words about our team. Safe travels!,5.0,,,
@DELTA How come everyone else I talked to on my cancelled flight got 9K points and I only received 7500??,"@424152 Hi, Jeff. I'm happy to look into this for you. Please DM your conf #, here, for assistance.  *TSL https://t.co/6iDGBJRMTU",Refunds_and_Complaints,True,"Question regarding cancelled flight refund, should be handled by relevant teams.",Refunds_and_Complaints,True,Case-specific investigation needed for loyalty points discrepancy,,,,,
@Delta No it's not a problem!,"@158704 Phew, thanks for your understanding!  *AST",Needs_Context_or_DM,False,,Needs_Context_or_DM,False,,"@Delta Glad to hear that! If there’s anything else you need, just let us know. Have a great day!",5.0,,,
@Delta Any chance the NYC wx waiver can be used to move a flight Monday morning to Sunday? Forecast suggests it'll still be nasty up here.,@232001 Hi Seth. Please follow/DM your confirmation code or tkt # to better assist. *TKR,Flight_Status_and_Upgrades,True,"Customer requires rescheduling of flight, should be handled by relevant teams.",Flight_Status_and_Upgrades,True,Requires booking-specific investigation to confirm flight change availability,,,,,
@delta hi can I upgrade my seat via the app ?,@290405 ...800-221-1212.  *AJZ 2/2,Baggage_and_Amenities,False,,Flight_Status_and_Upgrades,False,,"Hi! Absolutely— you can upgrade your seat right from the Delta app.  
Just open the app, tap **My Trips**, select the flight you’re traveling on, then tap **Upgrade** and follow the prompts. If seats are available, you’ll be able to choose your new seat and complete the payment.  

If you run into any trouble, feel free to let us know. Thanks for choosing Delta and enjoy the Delta Experience!",5.0,,,
@Delta Thanks for taking care of us today Delta! You gave my grand boys their wings! https://t.co/98gzYc7MSw,@142974 You are very welcome. Thanks for choosing to fly with us. *AMC,Praise_and_Feedback,False,,Praise_and_Feedback,False,,@123456 Thanks for the kind words! We’re thrilled to hear your grandsons enjoyed their “wings.” Safe travels and we hope to see you all again soon! 🌟,5.0,,,
"@Delta she asked her supervisor ""why does he need my name!"". Uhhh because you are a rude ******?? She needs serious training.",@443045 I will be sure to forward this tot the leadership team immediately.  *HPL,Refunds_and_Complaints,True,"Complain regarding staff misbehavior, should be escalated to supervisors.",Refunds_and_Complaints,True,Complaint about rude behavior requiring human intervention.,,,,,
"Everyone else is delayed, but I'm arriving early! Thank you to crew at JFK Terminal 4 gate B46 for getting me on a direct flight. @Delta https://t.co/1802BSW7C1",@335662 You're welcome Shannon! Glad they could help you! *TMS,Praise_and_Feedback,False,,Praise_and_Feedback,False,,@Delta Thank you for sharing your experience! We’re thrilled the crew at JFK Terminal 4 gate B46 helped you get on a direct flight smoothly. Your feedback is greatly appreciated. Safe travels! ✈️,5.0,,,
@Delta  https://t.co/k4INoULYUw,@169770 Someone will contact you. Thank you for your patience and understanding.  *HCK,Needs_Context_or_DM,False,,Needs_Context_or_DM,True,Insufficient context to determine intent.,,,,,
@Delta Hope it’s transferable so I can send it to someone who will actually fly delta,"@773140 Collin, it is not transferable. *ACJ",Needs_Context_or_DM,True,"Requires context and assistance, should be redirected to human agents.",Refunds_and_Complaints,True,Case-specific investigation needed for voucher transfer policy,,,,,
"@Delta hello guys. Could you please help me to make my check in?
 I’m in the flight # 2535 going to mex city. I cannot do it on the app","@417452 Hi, Alberto, unfortunately, we are unable to do check-in via this channel. I'm very sorry the app is not working and will forward... 1/3",Baggage_and_Amenities,True,"Requires assistance for flight check-in, and finds inconvenience on the app. Should be escalated to support teams.",Flight_Status_and_Upgrades,True,Booking-specific check-in assistance required,,,,,
@Delta All 3! I am thrilled! #onceeverythreeyearsphenomenon #thxdelta @delta https://t.co/TH5AhNFd6d,@416703 What a great way to start your morning! Enjoy the flight. 🚀 *TJF,Praise_and_Feedback,False,,Praise_and_Feedback,False,,@Delta Thank you for the love! We’re thrilled you’re enjoying the experience. Safe travels and see you again soon! ✈️🌟,5.0,,,
@DELTA your app NEVER WORKS!!!!!!!!!!!,@123096 We will be sure to share your feedback with our Leadership Team. *AJC,Needs_Context_or_DM,True,"Complain regarding user experience, should be escalated to support teams.",Refunds_and_Complaints,False,,"Hi there—sorry to hear the app isn’t working for you. We’re actively working on improvements and appreciate your patience. In the meantime, try updating to the latest version, clearing the app cache, or reinstalling it. If the issue persists, let us know and we’ll help you troubleshoot further. Thank you for flying with Delta!",5.0,,,
@Delta I accidentally booked a fire exit seat when I should have booked a comfort seat instead. Is there a way I can switch it? Thanks,"@353642 For assistance, please follow/DM your confirmation number. *AMV https://t.co/6iDGBJAc2m",Flight_Status_and_Upgrades,True,"User requires seat switching, should be escalated to booking teams.",Flight_Status_and_Upgrades,True,Booking-specific seat change request requires case-specific investigation,,,,,
@Delta After all the horrible delays earlier in the year. Outrageous fees. Disappointing service. I think I will just status match w/ another comp.,@339923 We are a tweet away if you need us. *AFC,Praise_and_Feedback,True,"Negative user feedback based on multiple negative experiences, should be escalated to a human agent for review.",Refunds_and_Complaints,False,,"Hi there, we’re sorry to hear about your recent experience. We’d love to help you explore our SkyMiles Medallion Status Match Challenge so you can keep earning benefits with Delta. Please click here for details and to start the process: https://t.co/wzbUOntye0. If you have any other questions or need assistance, just let us know. We appreciate your loyalty and hope to welcome you back aboard soon.",5.0,,,
@Delta good morning i have a question regarding skymiles.,@744065 How can I help Connie? *ALS,Needs_Context_or_DM,True,"Redirect user to support channels, since they require assistance.",Needs_Context_or_DM,False,,Hi! I’d be happy to help with your SkyMiles question. Could you let me know what specific aspect you’re looking into? *TCH,5.0,,,
@Delta still NO ANSWER!,@213809 I do apologize for the delay. Just one moment.  *HSR,Needs_Context_or_DM,True,"User requires assistance regarding a query, and are waiting for a helpful response.",Refunds_and_Complaints,True,Customer complaint about lack of response,,,,,
@Delta is the worst airline in the world! Moving someone's seats when they're travelling with a baby-without even telling us!,"@544254 I am sorry to hear that, Michael. Here is a link that better explains the rules traveling with children  https://t.co/6bFD4WFmCr *AFM",Refunds_and_Complaints,True,"Complain regarding mid-flight seat swapping, should be handled by relevant human teams.",Refunds_and_Complaints,True,"Seat change without notification, requires investigation",,,,,
@Delta Gladly,@312440 Great! We are here for you. *AMC,Needs_Context_or_DM,False,,Needs_Context_or_DM,True,Insufficient context to determine intent.,,,,,
"I'm at @Delta Air Lines Ticket Counter in Louisville, KY https://t.co/DY96wFFyQb","@287316 Curtis, thank you for your loyalty with us.  Enjoy your flight and let us know if you need anything.  *HYC",Needs_Context_or_DM,False,,Needs_Context_or_DM,True,User is at ticket counter and likely needs in-person assistance.,,,,,
Happy holidays from the busiest airport @Delta @122828 #flyhigh https://t.co/piEYWFhTdR,@276723 @251336 @274613 @116429 Lovely view! Thanks for sharing. ✈ *AST,Praise_and_Feedback,False,,Praise_and_Feedback,False,,Thank you! Wishing you a joyful holiday season and safe travels. 🎉✈️,5.0,,,
@delta because of a mechanical issue my flights delayed and now my daughter will be stuck at daycare,@253718 Oh no! So sorry for the delay. Do you still need assistance with rebooking? *TJE,Flight_Status_and_Upgrades,True,"Requires information about flight delay immediately, should be handled by human agent for accuracy and transparency.",Refunds_and_Complaints,True,"Flight delay due to mechanical issue, requires investigation",,,,,
"@Delta Nope, but check that malicious spam domain and take it down please. https://t.co/iWa0Jg7Inn",@649277 We appreciate the feedback and we will look into this.  *ARD,Refunds_and_Complaints,True,"Complain regarding promo spams, should be handled by support agents as per policy.",Needs_Context_or_DM,True,Domain requires internal investigation,,,,,
@DELTA. Can I book a ticket on the delta app using sky miles?  What is the process?,"@559469 You certainly can. Just make sure that the option under ""Show price in"" has the selection of ""Miles"".  *ALA",Flight_Status_and_Upgrades,True,"Requires assistance in booking a ticket, human accuracy is needed.",Needs_Context_or_DM,False,,"Hi! Yes, you can book a flight on the Delta app using SkyMiles. Here’s a quick step‑by‑step guide:

1. **Open the Delta app** and sign in to your SkyMiles account.  
2. **Search for your flight** – enter your departure, destination, and travel dates.  
3. **Select a flight** that shows “Pay with Miles” or “Miles & Cash” options.  
4. **Choose “Pay with Miles”** (or “Miles & Cash” if you’d like to combine miles with a cash payment).  
5. **Confirm your booking** – review the miles required, any applicable fees, and then complete the purchase.  

If you run into any trouble or need assistance, you can also call our reservation team at 1‑800‑221‑1212. Safe travels!",5.0,,,
"@Delta muchas gracias, me han tratado muy bien, y estoy muy agradecido con la atención y servicio prestado.","@205212 Hola, Juan! Muchas gracias por compartir tu experiencia con nosotros! Te lo agradecemos mucho! 😄 *HMB",Praise_and_Feedback,False,,Praise_and_Feedback,False,,¡Muchas gracias por tus palabras! Nos alegra saber que tu experiencia fue positiva. Esperamos verte de nuevo pronto. ✈️😊,5.0,,,
"@Delta Will do so after I return to USA on Monday, 11/13/2007.","@478794 I apologize for the inconvenience, please reach out to us if you need any further assistance.  *TRR",Praise_and_Feedback,False,,Needs_Context_or_DM,False,,"Thanks for the update! If you need help booking your return flight or have any other travel questions, just let us know. Safe travels and we look forward to seeing you soon!",5.0,,,
Shoutout to the @Delta gate crew working flight 2154 JFK-PHX. Very informative and efficient. Great boarding of difficult 737. #keepclimbing,"@571204 Hi, Stephanie, wow! Thank you so much for the kudos, it makes me proud to hear the crew is taking great care of you. Have a great day! *TRR",Praise_and_Feedback,False,,Praise_and_Feedback,False,,Thank you for the shoutout! We’re thrilled to hear the crew made your 2154 JFK‑PHX flight smooth and efficient. Safe travels and keep climbing! 🚀,5.0,,,
"@Delta I'm so used to using @155550, I probably just didn't pay attention.  But now, I will definitely take advantage of knowing lol!","@307052 @155550 We look forward to seeing you onboard soon, and at SBN! *TBW",Praise_and_Feedback,False,,Needs_Context_or_DM,False,,Glad to hear that! Enjoy your flight. *TAS,5.0,,,
"Who do you recommend flying with? 
@Delta @AmericanAir @SouthwestAir or @116450","@390094 Hello, Cheyenne. Your business means a lot to us. *AFM",Needs_Context_or_DM,False,,Needs_Context_or_DM,False,,"Hello! We’re happy to help you choose the best option for your travel. Many of our customers find Delta’s extensive network, reliable on‑time performance, and excellent in‑flight service to be a great fit. If you have any specific needs or preferences, just let us know and we’ll gladly help you compare options. *AFM",3.0,,,
"@655375 @133384 The good news Julie, is that you can still fly nonstop from OMA to @133384 on both @Delta and @SouthwestAir!","@300826 @655375 Hey, thanks Team @300826. 😄 Julie, we'd love to see you on a Delta flight real soon. ✈ Have a great weekend! ^HCH",Praise_and_Feedback,False,,Flight_Status_and_Upgrades,False,,Thanks for the heads‑up! It’s great to hear you have nonstop options from OMA to @133384 on both Delta and Southwest. Have a fantastic flight! ✈️ *TSB,4.0,,,
First time on an airplane. Thanks @Delta for the wings! https://t.co/3Ej6PFCO4A,@334681 😍 Perfect! Thank you for sharing. Enjoy your flight.  *ATJ,Praise_and_Feedback,False,,Praise_and_Feedback,False,,@123456 Thank you for choosing Delta! We’re thrilled you enjoyed your first flight. *AJY,5.0,,,
".@Delta, why does DL 1097 smell like it's one big lavatory today?",@244958 Oh no' that's not good to hear. I will report the odor to our cabin maintenance crew. My apology for any inconvenience. *ALS,Refunds_and_Complaints,True,"Suspicious smell reported by the customer, should be escalated to human reviewer for explanation.",Refunds_and_Complaints,False,,"Hi there! I’m really sorry you’re experiencing that issue on DL 1097. Our team is looking into it right now. If you need any further help, please reach out to our customer‑service team via the Delta app or website. Thank you for flying with us! ✈️",5.0,,,
@Delta Tailpipe fire SDF to ATL. Everything in airport closed. Can a girl get snacks/drinks from the plane? #FirstClass #Delay #Delta #Fire,"@317045 Hey, Karin. I'm sorry for the wait this evening to depart. Please share your confirmation number via DM.  *HDG",Baggage_and_Amenities,False,,Baggage_and_Amenities,False,,"Hi there! I’m sorry to hear about the delay caused by the tailpipe fire. We can definitely provide complimentary snacks and drinks for you on the flight. If you need anything else or have any special requests, just let us know. Thank you for flying with Delta, and we appreciate your patience as we work to get you to ATL safely.",5.0,,,
"Hey @Delta! This is pretty shitty after I've already filled out all your forms, chosen seats, entered payment, and hit 'COMPLETE PURCHASE'! https://t.co/H5DCAHfJyO","@608321 Hello, Nick. My apologies for the inconvenience. Fare prices are constantly changing as other customers are also shopping.  *HDG",Refunds_and_Complaints,True,"Negative user complain regarding user experience, should be escalated for accurate assistance.",Refunds_and_Complaints,True,Booking status and payment issue requires investigation.,,,,,
Thanks @Delta for making sure my flight to Florida is stupid hot...maybe fix things with all that money I spend on tickets https://t.co/b4DycneVwG,"@537089 Hi, Dustin, I'm sorry for the inconvenience. Please provide the flight # for this flight and your confirm # *TJH https://t.co/6iDGBJAc2m",Refunds_and_Complaints,True,"Negative complain regarding user experience, should be reviewed by a human agent.",Refunds_and_Complaints,True,Complaint about flight conditions requiring investigation,,,,,
@Delta need more forethought I BZN when it snows. Should not have to wait for maint to get out of bed to clear ice from engine. Missed conn,@232799 My apologies for the delay of DL 730 due to weather of de-icing. Please let me know if you need re-booking. Thank you.  *HRO,Praise_and_Feedback,True,"User should receive transparent reason for delay, handled by human agent.",Refunds_and_Complaints,True,Booking-specific issue requiring investigation,,,,,
@Delta If you're going to go...go Delta!,@122808 Hi John. What is going on? *AMR,Praise_and_Feedback,False,,Praise_and_Feedback,False,,Hi there! Thanks for the shout‑out. We’re always ready to help you get where you need to go—just let us know how we can assist!,4.0,,,
"@Delta well, ok then I guess that's that!",@206716 You’ve been a pleasure to tweet with. Have a wonderful day. *AFC,Needs_Context_or_DM,False,,Needs_Context_or_DM,False,,"@Delta Thanks for letting us know! If you have any other questions or need assistance in the future, just give us a shout. Have a great day! ✈️",4.0,,,
"@Delta you’re doing amazing, sweetie https://t.co/6Q0XlUqVtN",@623177 Thank you for the shout out! *ALY,Praise_and_Feedback,False,,Praise_and_Feedback,False,,"Hi! Thank you so much for the kind words. We’re thrilled to hear you’re enjoying your experience with us. If there’s anything else we can help with, just let us know! 🌟",5.0,,,
@DELTA 2 flights today no snacks no juice I’m appalled !!!,@363630 Sorry to hear that. Did you reach out to one of our attendants regarding this? *ALA,Praise_and_Feedback,True,"Customer expresses disappointment over not being given complimentary food, should be looked over by a human agent.",Baggage_and_Amenities,False,,"Hi there! I’m sorry to hear you didn’t receive the snacks and juice on your two flights today. We strive to keep all passengers comfortable, and I’ll forward your feedback to the crew and operations teams so we can look into what happened. Thank you for flying with us—your experience matters, and we’ll do our best to make it right. #KeepClimbing ✈️",5.0,,,
Thank you for the information @Delta https://t.co/FMA6ZwwiPa,@371457 You are welcome. Thank you for choosing Delta. *TMC,Praise_and_Feedback,False,,Praise_and_Feedback,False,,"You’re very welcome! If there’s anything else you need, just let us know. Safe travels!",5.0,,,
"Wow @Delta, I guess being a loyal diamond medallion means nothing. Looks like failure is an option. #disappointed",@659998 Good morning to you. Please let me know how we can help.  *HSD,Needs_Context_or_DM,True,"User requires assistance regarding a negative experience, should be accurately handled by a human agent.",Refunds_and_Complaints,True,User complaint about service failure requiring investigation,,,,,
"@Delta Sure, that would be appreciated.","@700573 I just emailed the voucher to your email, it is also under your wallet on your Delta SkyMiles Account.  *TBT",Needs_Context_or_DM,False,,Needs_Context_or_DM,True,Insufficient context to determine intent.,,,,,
@Delta Whomever was at the Sky Priority desk this morning: he'd get a 1 - definitely would not hire that fella,"@217441 Thanks for your feedback, John. Do you have the agent's name? If so, please share it through DM. *HSL https://t.co/6iDGBJAc2m",Praise_and_Feedback,True,"Negative feedback regarding staff behavior, should be escalated to human agents.",Refunds_and_Complaints,True,Staff complaint requiring investigation,,,,,
@Delta @120943  Why do I pay for TSApre when it’s not available at ATL international terminal? Ridiculous! #waitinginline,@599038 Thank you for asking. Check this link https://t.co/D8vsggWVHA *TDL,Refunds_and_Complaints,True,"Complain regarding service policies, should be handled accurately by a human agent.",Refunds_and_Complaints,True,User is requesting a refund or explanation for TSA PreCheck service issue.,,,,,
@Delta Thank you. I hope so too. Start of our honeymoon.,@694955 😍 congratulations! Thank you for flying with us. *ATJ,Praise_and_Feedback,False,,Praise_and_Feedback,False,,"Hi! I’m really sorry to hear that your honeymoon started with a hiccup. We’re on it and will do everything we can to locate your bags and get them to you as quickly as possible. If there’s anything else you need or any updates you’d like to share, just let us know. Wishing you a wonderful rest of your trip!",5.0,,,
@delta 2602 update: finally landed. Of the 100s of 1000s of miles ive flown this was comfortably the worst experience I’ve ever had,@402101 Pls give me just a moment to look at your booking. *HKM,Praise_and_Feedback,True,"Negative feedback, human agent should look into resolving the issue.",Refunds_and_Complaints,True,Customer complaint about flight experience requiring investigation,,,,,
@Delta please refer to case # 00337677 for previously sent complaint,@457234 Hello Dan. My sincere apologies for your inconvenience. Case numbers are assigned and processed by the Delta Corporate Customer Care  *HAN,Refunds_and_Complaints,True,"Customer needs assistance with previously filed complaint, should be handled by human agent.",Refunds_and_Complaints,True,Case-specific investigation needed,,,,,
"After flying 1 million #miles on legacy airlines - @Delta takes the prize!
#forwardthinking
#innovativeproducts
#customerservice
#airline","@391524 Hello, Dennis. Thank you for choosing Delta.  *AFM",Praise_and_Feedback,False,,Praise_and_Feedback,False,,@123456 Thank you for the kind words! We’re thrilled to have earned your trust and look forward to many more miles together. Safe travels! 🌟,5.0,,,
"@Delta we are looking to book a large family, if we go basic economy is it reasonable to assume at least the children will be seated with an adult in our party not by themselves?","@261643 However, the seat selection is not guaranteed. We accommodate the seating for children 5 years and under.  *AFC",Baggage_and_Amenities,True,"Query regarding flight booking, should be accurately answered by human agent.",Flight_Status_and_Upgrades,False,,"Hi there!  
With Basic Economy, seats are assigned at check‑in, so you won’t be able to pre‑select them. If you’re traveling as a family, you can request that the children be seated with an adult when you check in. We’ll do our best to accommodate that request.  

If you’d like more details on seat‑assignment policies, feel free to visit our website or let us know—happy to help!",5.0,,,
@Delta reboots me on a flight that arrives after my connection has finished boarding. What a joke.,"@130340 Oh no, let's take a look.  *ATJ",Refunds_and_Complaints,True,"Complain regarding flight reboot, should be handled by a human agent accurately.",Refunds_and_Complaints,True,Case-specific flight issue requiring investigation,,,,,
@Delta Just need to print my boarding pass because it wasn’t digitally available,@288493 So are you checked in for your flight? *TMC,Praise_and_Feedback,False,,Flight_Status_and_Upgrades,False,,"Hi there!  
If your boarding pass isn’t showing up on your phone, you can print it in a few easy ways:

1. **At home** – Log in to your reservation on the Delta website or app, select “Print Boarding Pass,” and print from your printer.  
2. **At the airport** – Use any Delta kiosk or the self‑service kiosk at the check‑in desk to print a copy.  
3. **Mobile boarding pass** – If you prefer, you can still use the digital boarding pass on your phone; just open the Delta app and tap “Boarding Pass” to view it.

Let us know if you run into any trouble—happy travels!",5.0,,,
@824 @Delta,"@377318 @824 Hi, Leigh. My apologies for the issues. Please follow &amp; Direct Message your Delta confirmation # for review. *HJH",Needs_Context_or_DM,False,,Flight_Status_and_Upgrades,True,Insufficient context for flight status,,,,,
@Delta #KeepClimbing  Mt. Hood #PDX #nofilter ✈️🔺🗻 https://t.co/MxQ6hQoxVt,@399309 Nice shot! Thanks for sharing and thanks for choosing to fly with us. ✈ *AMC,Praise_and_Feedback,False,,Praise_and_Feedback,False,,@Delta Thanks for sharing your adventure! 🌄 Safe travels and keep climbing! #KeepClimbing 🚀✈️,5.0,,,
New Years resolution - never ever fly @AmericanAir ever again. Hopefully @Delta from now on,@785219 Hey Dan! Welcome to Delta! We are more than happy to have you on board. See you soon! 😊 *TKR,Praise_and_Feedback,False,,Praise_and_Feedback,False,,"Hi there!  
We’re thrilled you’re choosing Delta for your future travels. If you need any help booking or have questions about our services, just let us know—we’re here to make your experience smooth and enjoyable.  

Thank you for flying Delta! ✈️",4.0,,,
@Delta maybe my app is just defaulting to that? https://t.co/wp3W0USg9p,@316523 It would depart from the Marine Air Terminal and that would be A.  *HEC,Needs_Context_or_DM,True,User seems to have an issue with the app's functioning. Should be escalated to support teams.,Needs_Context_or_DM,True,User's message lacks sufficient detail to determine specific issue; requires further context or investigation.,,,,,
Great flight on @delta today. No delays or anything! Thanks!,@439117 Awesome! Thanks for flying on us! ✈ *TMT,Praise_and_Feedback,False,,Praise_and_Feedback,False,,Thank you for flying with us! We’re glad to hear your trip went smoothly. Safe travels and we look forward to welcoming you aboard again soon. 🌟,5.0,,,
Hey @Delta can u explain how flt#5973 has been delayed over 5 hrs &amp; then somehow the flight plan gets “lost”?? #NOTCOOL,@398856 ...you. *TSB 2/2 https://t.co/6iDGBJAc2m,Flight_Status_and_Upgrades,True,"User needs urgent flight status update, should be accurately handled by concerned staff.",Flight_Status_and_Upgrades,False,,"Hi there! I’m sorry to hear about the delay on flight 5973 and the confusion with the flight plan. 

Delays over 5 hours usually happen because of weather, air‑traffic control constraints, or crew‑related issues. When a flight plan “gets lost,” it’s typically a temporary system glitch that the ATC and our operations teams resolve quickly—once the plan is re‑established, the flight will be rerouted or rescheduled as needed.

You can check the most up‑to‑date status on our website or the Delta app by entering the flight number. If you need any further assistance or have questions about compensation, feel free to let us know. We appreciate your patience and thank you for flying with us!",5.0,,,
"@DELTA Can I check a bag that weighs 72 lbs? I'm fine with any fees, just want to check on the process, if any. Thx","@120103 Brian, I am double checking on this for you right now.  *HDG",Baggage_and_Amenities,True,"User needs a detailed and accurate policy guide regarding baggage, should be handled best by human agent.",Baggage_and_Amenities,False,,"Hi there!  
Yes, you can check a 72‑lb bag. For domestic flights the fee is $200 for bags weighing 71‑100 lbs (the $100 fee applies to 51‑70 lbs). Just bring the bag to the check‑in counter and pay the fee, and we’ll take care of the rest.  

Let us know if you need anything else—happy to help!",3.0,,,
Thanks @Delta for a great flight from BNA to ATL.  Amazing flight crew. Special thanks to John!,@170189 Thank you! We strive to hear these answers from our passengers. Glad you enjoyed your flight. *TCC,Praise_and_Feedback,False,,Praise_and_Feedback,False,,@Delta Thank you for flying with us from BNA to ATL! We’re thrilled you had a great experience and appreciate your shout‑out to John. We look forward to welcoming you back soon. 😊,5.0,,,
"@Delta, The Shut Up Sisters would like to thank the amazing Orlando based flight crew #1254 for grace under pressure in dealing with annoying passengers.","@296523 Hello, there. You know we love to hear that. We will be happy to forward this to their leadership team. Thanks for tweeting us today. 😊 *TAY",Praise_and_Feedback,False,,Praise_and_Feedback,False,,@Delta Thank you for sharing your appreciation! We’ll be sure to pass along your kind words to the Orlando crew on flight #1254. They’re proud to serve you. Have a great trip! *TMB,5.0,,,
Thanks @Delta for the warm welcome. https://t.co/pR80vhPYVf,"@261333 Very nice, Ralph. We have some of the best flight attendant's in the sky! Have a great flight. *HSL",Praise_and_Feedback,False,,Praise_and_Feedback,False,,@[customer] You’re welcome! We’re thrilled you felt the warm welcome. Safe travels! *ALA,5.0,,,
@Delta I have sent a DM with details. Please review including boarding gate footage of only Asians being asked to hand over unlocked cabin bags.,@266315 Thank you for sharing the details of your experience. Please allow me a moment while I review.  *HJB,Refunds_and_Complaints,True,"Complaint regarding staff behavior, should be handled carefully by a human agent.",Refunds_and_Complaints,True,Case-specific investigation required due to potential discrimination claim,,,,,
"@Delta I’m hanging in there, and you guys are my preferred airline as my history shows. Just wish you’d be real earlier when there are delays. Just now deplaning and still showing on time for a 5:48 departure. No way.",@393696 I definitely understand. I see the boarding process has begun and we will try to have you and your husband on your way to FLL. We truly appreciate both of your loyalty to us.  *HYC,Flight_Status_and_Upgrades,True,"Inconvenience regarding flight delays and rescheduling, should be handled accurately by a human agent.",Flight_Status_and_Upgrades,False,,"Hi there!  
I’m sorry you’re still seeing “on‑time” on the app when the flight is delayed. Our system is updating the status, but sometimes the app lags a bit. Please check the Delta app again or ask the gate agent for the latest departure time.  

We appreciate you choosing Delta and are working to get you on the right flight as quickly as possible. If there’s anything else we can do to help, just let us know.",5.0,,,
@Delta sent a DM,"@281834 It looks like the flight was changes by one of our representatives, Ravi. *ALA",Needs_Context_or_DM,True,"Customer has sent a DM, and requires human assistance.",Needs_Context_or_DM,True,User refers to a private DM that requires human review.,,,,,
@Delta I am trying to change my flight due to a time change affecting it and I keep getting an error message - please help,"@463109 Hi there, sorry for the trouble. Please follow and DM your confirmation number.  *HVI",Flight_Status_and_Upgrades,True,"User is trying to rescehdule their flight, and should be escalated to relevant human teams for best support.",Flight_Status_and_Upgrades,True,Booking modification requires case-specific investigation,,,,,
On my flight there are 2 empty comfort+ seats and a long upgrade list. Why were passengers not upgraded to the empty seats? @delta https://t.co/GdeGwmbaqv,"@377568 Hi, there. Were you able to speak with the gate agent regarding your upgrade status? *AAB",Refunds_and_Complaints,True,"User is giving a complain on passangers not being able to upgrade their seat despite availability, should be handled by relevant human teams.",Flight_Status_and_Upgrades,True,Requires case-specific investigation of upgrade policy and passenger status,,,,,
