text_customer,text_delta,ground_truth_intent,escalate_boolean,escalation_reason
@Delta reboots me on a flight that arrives after my connection has finished boarding. What a joke.,"@130340 Oh no, let's take a look.  *ATJ",Refunds_and_Complaints,True,"Complain regarding flight reboot, should be handled by a human agent accurately."
@Delta Just need to print my boarding pass because it wasn’t digitally available,@288493 So are you checked in for your flight? *TMC,Praise_and_Feedback,False,
@824 @Delta,"@377318 @824 Hi, Leigh. My apologies for the issues. Please follow &amp; Direct Message your Delta confirmation # for review. *HJH",Needs_Context_or_DM,False,
@Delta #KeepClimbing  Mt. Hood #PDX #nofilter ✈️🔺🗻 https://t.co/MxQ6hQoxVt,@399309 Nice shot! Thanks for sharing and thanks for choosing to fly with us. ✈ *AMC,Praise_and_Feedback,False,
New Years resolution - never ever fly @AmericanAir ever again. Hopefully @Delta from now on,@785219 Hey Dan! Welcome to Delta! We are more than happy to have you on board. See you soon! 😊 *TKR,Praise_and_Feedback,False,
@Delta maybe my app is just defaulting to that? https://t.co/wp3W0USg9p,@316523 It would depart from the Marine Air Terminal and that would be A.  *HEC,Needs_Context_or_DM,True,User seems to have an issue with the app's functioning. Should be escalated to support teams.
Great flight on @delta today. No delays or anything! Thanks!,@439117 Awesome! Thanks for flying on us! ✈ *TMT,Praise_and_Feedback,False,
Hey @Delta can u explain how flt#5973 has been delayed over 5 hrs &amp; then somehow the flight plan gets “lost”?? #NOTCOOL,@398856 ...you. *TSB 2/2 https://t.co/6iDGBJAc2m,Flight_Status_and_Upgrades,True,"User needs urgent flight status update, should be accurately handled by concerned staff."
"@DELTA Can I check a bag that weighs 72 lbs? I'm fine with any fees, just want to check on the process, if any. Thx","@120103 Brian, I am double checking on this for you right now.  *HDG",Baggage_and_Amenities,True,"User needs a detailed and accurate policy guide regarding baggage, should be handled best by human agent."
Thanks @Delta for a great flight from BNA to ATL.  Amazing flight crew. Special thanks to John!,@170189 Thank you! We strive to hear these answers from our passengers. Glad you enjoyed your flight. *TCC,Praise_and_Feedback,False,
"@Delta, The Shut Up Sisters would like to thank the amazing Orlando based flight crew #1254 for grace under pressure in dealing with annoying passengers.","@296523 Hello, there. You know we love to hear that. We will be happy to forward this to their leadership team. Thanks for tweeting us today. 😊 *TAY",Praise_and_Feedback,False,
Thanks @Delta for the warm welcome. https://t.co/pR80vhPYVf,"@261333 Very nice, Ralph. We have some of the best flight attendant's in the sky! Have a great flight. *HSL",Praise_and_Feedback,False,
@Delta I have sent a DM with details. Please review including boarding gate footage of only Asians being asked to hand over unlocked cabin bags.,@266315 Thank you for sharing the details of your experience. Please allow me a moment while I review.  *HJB,Refunds_and_Complaints,True,"Complaint regarding staff behavior, should be handled carefully by a human agent."
"@Delta I’m hanging in there, and you guys are my preferred airline as my history shows. Just wish you’d be real earlier when there are delays. Just now deplaning and still showing on time for a 5:48 departure. No way.",@393696 I definitely understand. I see the boarding process has begun and we will try to have you and your husband on your way to FLL. We truly appreciate both of your loyalty to us.  *HYC,Flight_Status_and_Upgrades,True,"Inconvenience regarding flight delays and rescheduling, should be handled accurately by a human agent."
@Delta sent a DM,"@281834 It looks like the flight was changes by one of our representatives, Ravi. *ALA",Needs_Context_or_DM,True,"Customer has sent a DM, and requires human assistance."
@Delta I am trying to change my flight due to a time change affecting it and I keep getting an error message - please help,"@463109 Hi there, sorry for the trouble. Please follow and DM your confirmation number.  *HVI",Flight_Status_and_Upgrades,True,"User is trying to rescehdule their flight, and should be escalated to relevant human teams for best support."
On my flight there are 2 empty comfort+ seats and a long upgrade list. Why were passengers not upgraded to the empty seats? @delta https://t.co/GdeGwmbaqv,"@377568 Hi, there. Were you able to speak with the gate agent regarding your upgrade status? *AAB",Refunds_and_Complaints,True,"User is giving a complain on passangers not being able to upgrade their seat despite availability, should be handled by relevant human teams."
@Delta One - 20 year NYC Police officer (retired) she was engaging.  Hope you feature her in your excellent inflight magazine!,@517778 Thank you for your positive feedback and thank you for choosing Delta. Have a great night.  *HPF,Praise_and_Feedback,False,
@Delta Asking customer care to reply the complaint I've made on July 5th after being mistreated by your staff =),@449479 I'm sorry. Did you call in &amp; talk to a rep or did you file this via the website? *TMT,Refunds_and_Complaints,True,"User requires assistance with a filed complaint regarding staff misbehavior, should be handled by supervisors."
"@824 abysmal job handling MIL &amp; SIL luggage AMS-MSP. One lost, one soaked. What’s going on? Expect better from top tier airline","@335629 Oh no, I'm very sorry Michele, Our Baggage Team can look into this for you @ (800)-325-8224. *TBT",Refunds_and_Complaints,True,"Customer is giving a negative feedback about luggage damage, and should be assisted as per policy for the damage."
@Delta another delay in Chicago!  Trying to get to Minneapolis taking off at 8:33 and plane not at gate!!,@381258 Oh no! I'm sorry about the multiple delays. We hope to have you on your way soon! *TCH,Flight_Status_and_Upgrades,True,Passanger requires urgent update regarding their flight status. Should be accurately handled by a human agent.
"@Delta Hi, I’m on DL5739 tmrw then DL9337. What’s the earliest I can check my bags in pls? Thanks",@399015 But no more than 6 hours in advance of your departure time. *HJH,Baggage_and_Amenities,False,
@Delta shout out to Robbie B gate 84 PIT.  Orig flight delayed he rerouted me so I️ will be on time to greet my 84yo Mom arriving in ORD💎,@509785 for sharing this awesome feedback! 😊 *HAN,Praise_and_Feedback,False,
"@Delta, Chris is the best ever on DL0340!!! I want him on every #Delta flight going forward!!! Love great flight crew!!","@645929 I will let his leadership teams know. For your privacy, pls follow &amp; Direct Message your Delta confirmation # for reference.  *HJH https://t.co/6iDGBJAc2m",Praise_and_Feedback,False,
"Seriously...? I am tall,  but not tall enough to be this uncomfortable for an entire flight @Delta https://t.co/pTiekNWVEt",@193039 ...seat since they both have extra leg room. *HPL 2/2,Refunds_and_Complaints,True,User has a complaint regarding inconvenient flight experience. Should be handled by a human agent.
"@Delta I don't want to do for the future, I'm sending how it's shows in the app. I bought and upgrade like this but I got a main cabin seat. 😡",@124928 I'm only showing a purchase from EZE to ATL on 25Oct.  *HML,Flight_Status_and_Upgrades,True,"User is expressing disappointment over a problem in the app, and should be handled by relevant human support teams."
@Delta Who can I talk too about the issues I have had the past few weeks.,@400866 The flight DL1767 was canceled because of a weather diversion the night before. It was not safe for them to land.  *TMS,Needs_Context_or_DM,False,
"Dear @Delta;

If an airport needs a TRAIN to go from one gate to another, 

IT'S TOO DAMN BIG!!!!!!","@121191 I understand what you are saying &amp; my apologies for the gate change. Yes, the flight is schedule to depart in 45 minutes from gate C7  *HJH",Praise_and_Feedback,False,
Never ever tire of this view. Thank you @Delta. #dc https://t.co/O1Vmi20AuT,@388357 Awesome picture. Thank you for sharing.  *TDH,Praise_and_Feedback,False,
@Delta always the best service !! https://t.co/mrvITj74TM,@574023 Awww. Look how cute! Thanks for sharing and for allowing us to be your ride in the sky! ✈ *TSL,Praise_and_Feedback,False,
"@Delta We are being treated worse than cattle here. Delays, no where near enough seats for 12+ planeloads...
Not Good!
Then we get to fly packed into seats designed for 5th graders?",@121191 I show that your flight is delayed due to ground stops in Atlanta due to thunderstorms.  *HJB,Refunds_and_Complaints,True,User is giving a serious complaint which requires human attention.
"Please help me, @Delta. Flight was delayed, but app and website failing to let me change. Phone support wait is 2 hours.","@477800 Hi Tom, please DM me your confirmation number so I can see how I can help. Thank you.  *TMB https://t.co/6iDGBJAc2m",Flight_Status_and_Upgrades,True,"Passenger needs urgent and accurate assistance due to a delayed flight, and regarding its rescheduling."
OK..... @Delta social team FTW 👊  thanks mucho 😁,@447768 You are very welcome. Tweet anytime! Have a great evening! *TMS,Praise_and_Feedback,False,
@Delta Hello! Can you please confirm that I have Indian veg Hindu meal on my trip from BOM-RDU?,"@720978 Hello! Yes, the Hindu meal is requested on both of your flights, from BOM and from CDG.  *TSL",Baggage_and_Amenities,False,
So I don’t get why I requested to add my miles from this past sept to my @Delta sky miles and its saying I have 0 miles what the hell.,"@212715 Hi there, please follow and DM your SkyMiles account so I can take a look. https://t.co/6iDGBJAc2m *AST",Baggage_and_Amenities,True,"User has an issue regarding the app experience, and should be escalated to support teams."
"Trying to surprise my brother for his 30th..but stuck at RDU 😔 (def understand maint issues tho, Safety first) @Delta #delay","@322759 Hello Danielle, I am sorry for the delay of your flight, causing you to miss your brother's birthday.  Please also forward your... 1/2",Praise_and_Feedback,False,
@Delta please let DL5260 off shaking plane or at least have crew tell us why we are shaking,@731526 My apologies for your experience. I hate we didn't meet your expectations. *HEC,Refunds_and_Complaints,True,Active tarmac delay and passenger distress; requires immediate human operational check and de-escalation.
@Delta I got to my gate 2 min late ( thanks broken TSA machine) solutions?,@464009 Sorry to hear you arrived late. Please share your confirmation number via DM.  *ALA https://t.co/6iDGBJAc2m,Flight_Status_and_Upgrades,True,Stranded passenger requires urgent rebooking; needs human agent to access PNR (Confirmation Code) and secure a seat on the next flight.
@Delta Out because my wife is upset and I call. This after the issue earlier today. Why is delta insisting on treating me like crap? (3),@179244 Hi there. I am very sorry for any inconvenience this has caused.  *HSD,Refunds_and_Complaints,True,"Passanger is complaining regarding inconvenient experience with the airlines, should be handled by a human agent."
@Delta Comfort seats were available when I tried to speak to the gate agent who blew me off at first. Fun trip all around. No #tsaprecheck &amp; this!,"@211392 That should not have happened, and I sincerely apologize for the gate agent's actions. *CJE",Praise_and_Feedback,False,
"@Delta Great, that doesn't help one bit. They are asking for an itinary number  that I don't have since it didn't get booked at Expedia. This sucks. Now  he has to sit and wait for 6 hours for his flight home, after being  away for five weeks. Thanks for nothing Delta.","@802064 We have no problem helping you to make the change. We suggest that since this was booked yesterday, that you go through whom it was booked through to avoid fees. If you would like him to be on the 12:19 pm flight, I can help make that happen, however, your fare rules apply. *TBW",Refunds_and_Complaints,True,"Customer is complaining about a bad experience, and should be handled accurately by human agent."
"Another week, another #traveltuesday heading back home to South Carolina aboard @delta after… https://t.co/9XuuE0mAfH","@290292 Hi, Jason. Thanks for traveling with us today. We appreciate your loyalty. See ya soon! 🚀 *TJF",Praise_and_Feedback,False,
@Delta RE: DL 5444 still no plane or gate agent at D11 in ATL. Are you sure flight hasn’t been canceled??,"@116339 Hi Charlie, it looks like the flight has arrived at the and should be boarding. *HKC",Flight_Status_and_Upgrades,True,"Customer needs urgent flight status update, and should be accurately handled by human agents."
@Delta Dope! DM me for my address. I'm open to other promotional products as well 😂,@158656 You may follow us via Twitter.  *TDH,Praise_and_Feedback,False,
@Delta terminal 3 sky club wifi is HORRIBLE!,"@316315 Oh, no. This is not good to here. Please let the agents in the Sky Club know that you are having trouble with the wifi. *HTP",Refunds_and_Complaints,True,"Complain regarding poor service, should be handled by supervisors."
@Delta Oops FRA to ATL.,"@608255 I'm sorry to hear the lunch was unsatisfactory. We appreciate your feedback and will use it to improve your experience, going forward. *ASK",Needs_Context_or_DM,False,
@Delta then coffee maker on the plane was broken. Instead of arriving at 6PM Halloween I got in at 8PM. All because of your labor shortage,"@117523 I am truly sorry for the delay you experienced, Eric. Please give me one moment to look further into this. *HEM",Refunds_and_Complaints,True,"Complain suggests a poor service, and should be handled by human agent for the delay."
@Delta I left my (beloved) jacket on Flight 1833 yesterday (SLC to CVG). Who can I contact?,@467194 ...https://t.co/PFXvMptCcO *HEM 2/2,Baggage_and_Amenities,True,"Missing baggage query, should be handled responsibly by human agent."
@Delta your app isn’t working.  I can’t book flights from MSN to CUN on miles only,"@544176 Hi Ethan, I apologize the app is not working correctly. For Award bookings, you can contact our Awards department at (800) 323-2323.  *TMB",Refunds_and_Complaints,True,"User needs support booking flights from the app, human agent can support them accurately."
"#tmw your #servicedog @31032 makes friendly with @Delta boarding staff, and you get #priorityboarding on your flight home. #travelwin #thanksgivingtravel #workingdog #shesworkingit https://t.co/a7TTRqhsbi https://t.co/jM5gI4V7ps",@283270 Thank you for flying with us. Enjoy your flight.  *ATJ,Praise_and_Feedback,False,
"@Delta Delta Gold, so Delta only got one of my bags switched during a connection, what gives?  2nd checked bag on a diff flight, what gives?",@342267 Hi Matthew. I am so sorry for the inconvenience. Have you filed a claim with Baggage Service at the airport? *TKR,Baggage_and_Amenities,True,"User has a complain regarding baggage misplacement, and should be handled immediately by a human agent."
On the escalator to terminal A. 7 minutes into boarding. Fuckers better let my sweaty ass on this plane! @Delta,"@219872 Hi, Michelle, so happy to hear you made your connection. Have a great flight!  *TRR",Refunds_and_Complaints,True,"Complain involves slow proceeding, and should be handled carefully by a human agent."
@Delta I think I’m all set. She was able to make the change for me but I am waiting on a seat for my connection,@201164 ...should be able to check in.  *HKS 2/2,Praise_and_Feedback,False,
@Delta I need my skymiles acct unlocked/pw reset 2674642281 haven’t flown with y’all in a bit and I want to put my known traveler # in,@187962 Uh oh! We certainly hate when that happens. I'd be happy to assist you with that. Can you please DM conf here #? 😃 *TJN... 1/2,Needs_Context_or_DM,True,"Since the user requires assistance, direct them to human support channels."
"called the advertised number for @339433 and asked to book a flight. The agent booked the flight but confirmation came from @Delta. I didn’t want DL or else I would have called them. For both companies, why are you misleading your customers?","@606052 Hi, there. Our apologies for the misunderstanding. If you would, please share your confirmation number via the link below for review.  *AFN https://t.co/6iDGBJAc2m",Refunds_and_Complaints,True,User requires clarification and assistance on flight booking and confirmation. Human agent needed.
@Delta whats the point of having an upgrade list if you don't follow it?  4 seats open STT to ATL but the first 4 om the list don't get the UG?,"@727635 Hi, Mark, I'm sorry to hear your disappointment. I looked over the cleared list and the 4 seats were given to customers that were confirmed on a purchased First Class ticket that were awaiting seats at the gate because they were a group of 4 trying to sit together.  *TRR",Refunds_and_Complaints,True,User has complaint regarding inconvenience of seat upgrade. Should be handled by relevant teams.
#DeltaProud to be part of the @Delta #Delta #A350FirstFlyersClub this Monday! #KeepClimbing https://t.co/jqf8UVKn74,@136892 Congrats and Happy Travels! *HJH,Praise_and_Feedback,False,
I also want to thank @Delta for casually fuckin up my day 🙃. Fix your planes please and don’t be vague with details when it comes to our safety 😉.,"@791332 Hi Jeffrey, I am very sorry for the delay that is causing an interruption of your travel. If we can be of any assistance rebooking, please DM your confirm #.  *TJW https://t.co/6iDGBJAc2m",Refunds_and_Complaints,True,"Complain regarding passanger safety and plane mainetenance, should be reviewed by supervisors."
@Delta how does my friend purchase a basic economy seat and get exit row seating when i purchased an economy ticket and got worse seating? #AreYouSerious?,"@622877 Hi Nick, basic economy seats are the seats that were left over. it so happened that exit row seats is what were left over. *TMC",Refunds_and_Complaints,True,"User is complaining against an unfair seat booking, should be looked over by human agent."
"Hey @Delta, you need to really thank the gate agents @18046 for working through the broken plane situation this morning.","@245367 Thanks, we're glad to know we're exceeding our expectations. *AJY",Praise_and_Feedback,False,
@Delta I have missed my meetings because we are late. You guys have to do better. I paid to upgrade my flight to first class and I am disappointed,"@127010 Please provide your confirmation number, and I will be happy to check into this for you.  *TMS https://t.co/6iDGBJAc2m",Flight_Status_and_Upgrades,True,"User is showing disappointment with delayed flight and also claiming a waste of money for the upgrade, they should talk to a human agent to resolve this issue."
@Delta @120944 Thank You I will,@271274 You're most welcome. :-) *AAB,Praise_and_Feedback,False,
@DELTA I believe I left a sweatshirt on a plane  how would I go about getting it back?,@608440 I'm sorry to hear about that. Fill this out and that will start the process of getting your sweatshirt back.  https://t.co/PFXvMptCcO *TAC,Baggage_and_Amenities,False,
"@824 DL420 today, poor check in process. What happened to priority boarding?",@422908 I do apologize if this did not happen today.  *TMS,Baggage_and_Amenities,True,"User has inconvenience regarding priority boarding and poor services, should be handled by human agent."
@Delta I just managed to checking thanks,"@222261 Okay, that is great! I'm sorry for the difficulty you experienced. Thank you for reaching out to us via Twitter. Have a good day. 😊 *AJL",Praise_and_Feedback,False,
Still sitting on this @Delta plane.... still not moving... scheduled departure 5 hours ago. Been awhile since status report. Just want to go home.,@355428 I apologize for your delay and any inconveniences that it may have caused. We are here if rebooking assistance is needed.  *ATJ,Flight_Status_and_Upgrades,True,Customer needs urgent status of the plane's delay. Should accurately be handled by a human agent.
@delta thanks for the middle seat when I had a perfectly good aisle seat.,"@445354 Lester, I am so sorry for the seating issue.  *HPL",Refunds_and_Complaints,True,User is issuing a complaint regarding seat swapping to a more inconvenient seat. Should be handled by a human agent.
Lady at the desk: “I want 10k MQM because I had to get on a bus” 😂 #itsok # PPLrStupid #delay #DAL33 @delta,@213181 and the estimated time of arrival is 10:08 pm.  *HKS,Needs_Context_or_DM,False,
@Delta Some compensation for wasting my entire Friday night on-board a lukewarm jet oven and missing my connection would be nice.,"@190292 Oh my, Matt. Please follow/DM your confirmation number to this link. *ACJ https://t.co/6iDGBJAc2m",Refunds_and_Complaints,True,User is asking for compensation due to delay and poor service.
@Delta Too late. Not given my seat and flight attendant blamed on me for “not checking in twice” which I did. She said I would ha e to prove it!,@388626 Very sorry to hear.  *ARD,Refunds_and_Complaints,True,"Complain regarding rude staff behavior, should be overlooked by supervisors."
@DELTA in the clutch again for excellent customer service.  Thanks and a mighty shout out to Agent *ALS ;),@759077 We love to hear that passengers are happy with the service we provided. Have a great day. *TAS,Praise_and_Feedback,False,
@delta much appreciation to your telephone rep Kavaughn - extremely customer centered and stellar customer service skills! 👍🏻✈️,"@518894 Thanks for the shout out, Karen. So glad Kavaughn gave you exceptional customer service.😊 *ALA",Praise_and_Feedback,False,
"@Delta thanks, but I think rebooking is tolerable if I wasn't spending all night at an airport.
The frustrating part is that this is like the third time it's happened to me this year.",@413361 I can certainly understand your frustration. Please DM us your confirmation via this link.  *ALA https://t.co/6iDGBJAc2m,Refunds_and_Complaints,True,"User has a negative experience with flights, and has happened multiple times. Should be redirected to a human agent for resolving."
@Delta I just did and it's not in there either.,"@249310 If you DM the receipt number, I'll try to send it again.  *TMS https://t.co/6iDGBJAc2m",Needs_Context_or_DM,False,None
@Delta but ill be able to get through security with the boarding pass?,"@633833 Yes, there should be no problems with your name. *TBT",Baggage_and_Amenities,False,None
@Delta do you regularly downgrade your full fare passengers without notification/refund? Gate agents found nothing wrong with this practice,"@540441 I'm sorry Stephanie, can you DM your confirmation # to the link provided? I will look into this.  *TBT https://t.co/6iDGBJAc2m",Refunds_and_Complaints,True,"Customer is complaining about poor service and treatment by staff, this should be handled by supervisors."
@Delta Terrible service from #delta continues. Over 2 months now and no reasonable communication even. Kicking my lost luggage into the long grass?,@169770 I am sending another message to request an update from our Leadership Team. We truly apologize for your experience.   *HCK,Refunds_and_Complaints,True,"Customer is complaining about a terrible service and missing luggage, should be redirected to support channels."
